HTTP,118.24.151.76,8118
HTTP,120.83.110.90,9999
HTTP,125.123.142.10,9999
HTTP,180.104.62.206,9000
HTTP,117.41.38.18,9000
HTTP,60.13.42.23,9999
HTTP,183.129.207.80,12664
HTTP,140.143.246.163,9999
HTTP,115.211.44.98,9000
HTTP,117.90.4.195,9000
HTTP,47.107.231.170,8080
HTTP,163.125.221.91,8118
HTTP,60.13.42.99,9999
HTTP,49.70.85.12,9999
HTTP,114.234.80.106,9000
